"institution","collection","recordsets","recordsetQuery","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","description","descriptionForSpecialists","cataloguedSpecimens","knownToContainTypes","taxonCoverage","geographic_range","collectionExtent","contact","contact_role","contact_email","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","UniqueNameUUID","attributionLogoURL","providerManagedID","derivedFrom","sameAs","flags","portalDisplay","lat","lon","count","type"
"Santa Cruz Island Reserve, UCSB Natural Reserve System","Herbarium","99e84c7d-dd3c-40d9-9526-54f4342cda95","{""recordset"":""99e84c7d-dd3c-40d9-9526-54f4342cda95""}","SCIR<IH>","","urn:uuid:028ba775-0c54-4ae4-a6eb-c9a3d1b95af6","","http://santacruz.nrs.ucsb.edu","","Santa Cruz Island Reserve is part of the University of California Natural Reserve System, located on Santa Cruz Island, CA. SCIR Herbarium was created from in field collections by various collectors on Santa Cruz Island, CA beginning in the 1960's. Specimens are currently located at the Santa Cruz Island Reserve Field Station and will be transported for permanent preservation to the UCSB CCBER Museum in 2018.","",3000,NA,"","Santa Cruz Island, California","3000","Lynn McLaren-Dewey","Administrative Assistant","mclaren@ucsb.edu","MSRB 520, Room 2314, Mail Code: 6150","Santa Barbara","California","93016-6150","MSRB 520, Room 2314, Mail Code: 6150","Santa Barbara","California","93016-6150","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=244520","","",34.414,-119.8489,1303,"plantae"
"Washington State University, Marion Ownbey Herbarium","Herbarium","f5c38252-89f1-4753-af3a-da8818fe3a86","{""recordset"":""f5c38252-89f1-4753-af3a-da8818fe3a86""}","WS<IH>","","urn:uuid:05ae8c6c-21b3-4140-81d5-5a2d776ab2cd","urn:lsid:biocol.org:col:15672","http://sbs.wsu.edu/herbarium/","http://herbaria.wsu.edu/web/default.aspx","Apiaceae; Bromeliaceae; Cyperaceae; Liliaceae; Scrophulariaceae; Asteraceae Vascular plants and bryophytes of Pacific Northwest","",365000,NA,"Apiaceae; Bromeliaceae; Cyperaceae; Liliaceae; Scrophulariaceae; Asteraceae","Vascular plants and bryophytes of Pacific Northwest","365000","Larry Hufford","Director","hufford@mail.wsu.edu","School of Biological Sciences, P.O. Box 644236","Pullman","Washington","99164-4236","Heald Hall G-9.","Pullman","Washington","99164-4236","urn:uuid:dceacab1-6442-45de-aa3d-7ff63de1d220","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126987","","",46.7275,-117.1763,1261,"plantae"
"Wilton Garden Club, Mary Beth Wheeler and Anna Carpenter Herbarium","Herbarium","9a861ebe-f8d7-4eb1-a2c8-3006f07cfec2","{""recordset"":""9a861ebe-f8d7-4eb1-a2c8-3006f07cfec2""}","Wilton Garden Club","WGCH<IH>","urn:uuid:3f10f691-99da-4e74-9a7d-d97a1322ac0e","","www.wiltongardenclub.org","","Flora of Connecticut, New England","",NA,NA,"","Flora of Connecticut, New England","","Jacqueline Algon","","rennipsj@gmail.com","137 Old Ridgefield Road","Wilton","Connecticut","06897","137 Old Ridgefield Road","Wilton","Connecticut","06897","urn:uuid:a683c4a1-57e6-4f05-99a5-63a005dce046","","","","","","",41.1927,-73.4338,1223,"plantae"
"Nevada Department of Agriculture","Herbarium","feb74628-8724-466f-8c8c-b3d3b72f2417","{""recordset"":""feb74628-8724-466f-8c8c-b3d3b72f2417""}","NDOA<IH>","","urn:uuid:78a4465c-dc1a-4c0c-935a-48c78f7c6222","","","","","",NA,FALSE,"","","","Jake Dick","Collection manager","jdick@agri.nv.gov","405 South 21st Street","Sparks","Nevada","89431","405 South 21st Street","Sparks","Nevada","89431","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=247970","","",39.5311,-119.7748,1157,"plantae"
"Harvard University, Economic Herbarium of Oakes Ames","Herbarium","7450a9e3-ef95-4f9e-8260-09b498d2c5e6","{""recordset"":""7450a9e3-ef95-4f9e-8260-09b498d2c5e6"",""collectioncode"":""ECON""}","Harvard University","ECON","urn:uuid:7ba22d85-9d36-442e-9fbf-d7d30f0c9cc6","b4640710-8e03-11d8-b956-b8a03c50a862","http://www.huh.harvard.edu/collections/economic.html","http://kiki.huh.harvard.edu/databases/specimen_index.html","Worldwide, Andes, Amazon","",40000,NA,"","Worldwide, Andes, Amazon","40000","Charles Davis","Curator","cdavis@oeb.harvard.edu","22 Divinity Ave.","Cambridge","Massachussetts","02138-0000","22 Divinity Ave.","Cambridge","Massachussetts","02138-0000","urn:uuid:ff15a920-4641-4fc6-ab56-d39d3b5112d3","","","","","","",42.3781,-71.1178,1028,"plantae"
"University of California Berkeley, Sagehen Creek Field Station","Herbarium","0b17c21a-f7e2-4967-bdf8-60cf9b06c721","{""recordset"":""0b17c21a-f7e2-4967-bdf8-60cf9b06c721"",""institutioncode"":""SCFS""}","SCFS<IH>","","urn:uuid:d9f724f0-1b6f-4f7d-a790-b8b3a0c1d602","","http://sagehen.ucnrs.org/inventories.htm#plants","","","",NA,NA,"","","","Jeff Brown","Station Manager","sagehen@berkeley.edu","P.O.Box 939 / 11616 Sagehen Road","Truckee","California","96160","11616 Sagehen Rd.","Truckee","California","96160","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=170952","","",39.432,-120.2411,1000,"plantae"
"Texas A&M University, S.M. Tracy Herbarium","Herbarium","4efa66cf-8adb-414b-b78c-8e651d20f84d","{""recordset"":""4efa66cf-8adb-414b-b78c-8e651d20f84d""}","TAES<IH>","","urn:uuid:5478a99b-ac8c-4404-94a9-885330eb918b","urn:lsid:biocol.org:col:15710","http://www.csdl.tamu.edu/FLORA/taes/tracy/home.html","","Poaceae, Cyperaceae, and Juncaceae worldwide; Poaceae types; bryophytes and lichens of the southern US Primarily Texas, the southern U.S., and Mexico","",300000,NA,"Poaceae, Cyperaceae, and Juncaceae worldwide; Poaceae types; bryophytes and lichens of the southern US","Primarily Texas, the southern U.S., and Mexico","300000","Stephan Hatch","Director","s-hatch@tamu.edu","Department of Rangeland Ecology and Management, 2126 TAMU","College Station","Texas","77843-2138","University Services Building, 3801 Harvey Rd., Room 130","College Station","Texas","77843-2138","urn:uuid:67ed2c89-ad4a-402e-8296-78107b9f148b","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126138","","",30.7737,-95.954,851,"plantae"
"Washburn University","Herbarium","9d9016ef-a88f-4312-a0bf-638fc4be53ba","{""recordset"":""9d9016ef-a88f-4312-a0bf-638fc4be53ba""}","WASH<IH>","","urn:uuid:1ac1b0fe-c141-4014-8b83-71ed2616a2b0","","","","","",NA,NA,"","","","Jason Emry","Collection Manager","jason.emry@washburn.edu","1700 SW College Ave","Topeka","KS","66621","1700 SW College Ave","Topeka","KS","66621","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126985","","",39.0333,-95.7017,847,"plantae"
"Boise State University, Snake River Plains Herbarium","Bryophytes","41350373-fc6f-4dd9-b908-27805fff9155","{""recordset"":""41350373-fc6f-4dd9-b908-27805fff9155""}","SRP<IH>","","urn:uuid:f03b467b-2400-40d6-81a2-08a41880345f","","","","","",NA,NA,"","","","James F. Smith","Director","jfsmith@boisestate.edu","Biology Department, 1910 University Drive","Boise","Idaho","83725-1515","Biology Department, 1910 University Drive","Boise","Idaho","83725-1515","urn:uuid:1fabd878-a432-414c-96e8-e5c020db998b","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124064","","",43.6015,-116.2023,817,"plantae"
"Bureau of Land Management, Caliente Field Office","Herbarium","781b461a-2788-4fa6-b3df-bbed9447f5a3","{""recordset"":""781b461a-2788-4fa6-b3df-bbed9447f5a3""}","BLM","CFO","urn:uuid:c84b3a5d-8c3c-40a0-bca1-99d4a52e3163","","","","","",NA,FALSE,"","","","Jessicca Patterson","","JPatterson@blm.gov","P.O. Box 237","Caliente","Nevada","89008","1400 South Front Street","Caliente","Nevada","89008","","","","","","","",37.6113,-114.5297,746,"plantae"
"Seney National Wildlife Refuge","Herbarium","b027383d-6705-4d06-8514-db6ef16efdb5","{""recordset"":""b027383d-6705-4d06-8514-db6ef16efdb5""}","SENEY","","urn:uuid:d575d4a6-f8ab-4a54-8946-c07cc85c42c4","","https://www.fws.gov/refuge/Seney/","","","",NA,NA,"","","","Dr. Greg Corace","","greg_corace@fws.gov","1674 Refuge Entrance Rd.","Seney","Michigan","49883","1674 Refuge Entrance Rd.","Seney","Michigan","49883","urn:uuid:f1768395-ac13-4508-8671-547df93d9323","","","","","","",46.2899,-85.9494,742,"plantae"
"William Jewell College","Herbarium","6eb1dbc4-ea33-456b-8782-0a953900d37a","{""recordset"":""6eb1dbc4-ea33-456b-8782-0a953900d37a""}","WJC<IH>","","urn:uuid:e7109a70-71f6-4f8d-98b9-44b869923016","urn:lsid:biocol.org:col:14896","","","","",NA,NA,"","","","Jennifer Schafer","Collection Manager","schaferj@william.jewell.edu","Biology Department","Liberty","Missouri","64068","","Liberty","Missouri","64068","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=127033","","",39.2989,-94.4363,716,"plantae"
"Benedictine College","Herbarium","41800344-33b3-4201-b9d2-cabbbf564fbc","{""recordset"":""41800344-33b3-4201-b9d2-cabbbf564fbc""}","HWBA<IH>","","urn:uuid:546eb2d4-92dc-46b6-a500-8892975def7a","urn:lsid:biocol.org:col:12651","","","","",NA,NA,"","","","Travis Almquist","Curator","","Biology Department","Atchison","Kansas","66002-1499","1020 North Second Street.","Atchison","Kansas","66002-1499","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124040","","",39.5736,-95.1152,651,"plantae"
"Black Rock Forest Consortium","Herbarium","c96ca51c-908e-41cc-ae10-ac1fb72ca3d9","{""recordset"":""c96ca51c-908e-41cc-ae10-ac1fb72ca3d9""}","BRFC","BRF Flora","urn:uuid:6d3b1f5e-4083-439b-abf6-2ca648d2feb8","","","","This collection covers the majority of flora species that are known to exist within the Black Rock Forest Preserve. This collection covers several towns in the United States of America, New York State, Orange County, including Cornwall, West Point, Highland Mills and Newburgh.","",623,NA,"This collection covers the majority of flora species that are known to exist within the Black Rock Forest Preserve.","This collection covers several towns in the United States of America, New York State, Orange County, including Cornwall, West Point, Highland Mills and Newburgh.","623","Matthew Munson","Data Manager","mmunson@blackrockforest.org","65 Reservoir Rd.","Cornwall","NY","12518","235 Reservoir Rd.","Cornwall","NY","12518","","","","","","","",41.4199,-74.0093,623,"plantae"
"Fairchild Tropical Botanic Garden Herbarium","Herbarium","b3f10d7b-6763-4f79-9789-f6abc68b9720, f3a5ec1a-49dd-4a52-8bd8-67cacae7a7ac","{""recordset"":[""b3f10d7b-6763-4f79-9789-f6abc68b9720"",""f3a5ec1a-49dd-4a52-8bd8-67cacae7a7ac""]}","FTG<IH>","","urn:uuid:c84066f3-1b3c-485e-8b27-3fb6b7d6c164","urn:lsid:biocol.org:col:15568","http://www.virtualherbarium.org/","","","",NA,NA,"","","","Brett Jestrow","Curator","bjestrow@fairchildgarden.org","Center for Tropical Plant Conservation, 11935 Old Cutler Road","Coral Gables","Florida","33156-4242","Herbarium address is 11935 Old Cutler Road; institutional address is 10901 Old Cutler Road.","Coral Gables","Florida","33156-4242","urn:uuid:e46e245f-5fbf-4b58-8396-e4354897a55a","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124509","","",25.645,-80.2936,564,"plantae"
"Fort Hays State University, Sternberg Museum, Elam Bartholomew Herbarium","Herbarium","2fe53355-8ec5-4d00-ac6f-85d49c2af7a4","{""recordset"":""2fe53355-8ec5-4d00-ac6f-85d49c2af7a4""}","FHKSC<IH>","","urn:uuid:ea6f3cf8-220f-44f4-a9ec-3a9f9179bbc3","urn:lsid:biocol.org:col:12842","http://sternberg.fhsu.edu/wp/research-collections/collections/botany/","","","",NA,NA,"","","","Mitchell Greer","Collection Manager","mjgreer@fhsu.edu","3000 Sternberg Drive","Hays","Kansas","67601","3000 Sternberg Drive","Hays","Kansas","67601","urn:uuid:5d16eb05-3889-46d1-ae30-db51a9cea061","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124569","","",38.8887,-99.3001,552,"plantae"
"Bureau of Land Management, Taos Field District Office","Herbarium","997c4dda-0465-40c0-af8d-67f8f90dea3b","{""recordset"":""997c4dda-0465-40c0-af8d-67f8f90dea3b""}","BLM","TAFO","urn:uuid:3f22c204-cabe-474c-b201-62ec4c156ae4","","","","","",NA,NA,"","","","Lillis Urban","Collection Manager","lurban@blm.gov","226 Cruz Alta Road","Taos","New Mexico","87571-5983","226 Cruz Alta Road","Taos","New Mexico","87571-5983","","","","","","","",36.3869,-105.581,502,"plantae"
"University of South Carolina Salkehatchie","Herbarium","50ca2a08-0e76-4f56-9976-d344dd201a9b","{""recordset"":""50ca2a08-0e76-4f56-9976-d344dd201a9b""}","SALK<IH>","","urn:uuid:001c5234-048b-11e5-b0ee-002315492bbc","","http://herbarium.biol.sc.edu/floracaroliniana/collections/index.php","","The collection is composed primarily of graminoid, forb, and seedless vascular plant species from each physiographic province in South Carolina, with a minor component of specimens from Western North Carolina. The focus region of the collection includes the South Carolina counties bordering the Salkehatchie River watershed (Allendale, Barnwell, Bamberg, Colleton, and Hampton Counties). The collection includes specimens from 1996 to present.","",800,NA,"The collection is composed primarily of graminoid, forb, and seedless vascular plant species from each physiographic province in South Carolina, with a minor component of specimens from Western North Carolina.","The focus region of the collection includes the South Carolina counties bordering the Salkehatchie River watershed (Allendale, Barnwell, Bamberg, Colleton, and Hampton Counties). The collection includes specimens from 1996 to present.","800","Eran S. Kilpatrick","Curator","erankil@mailbox.sc.edu","807 Hampton St.","Walterboro","South Carolina","29488","807 Hampton St.","Walterboro","South Carolina","29488","urn:uuid:2657bc25-1383-467a-a68a-263854514a5f","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=243623","","",33.0802,-81.1871,500,"plantae"
"Swaner Preserve and EcoCenter","Herbarium","4efa0623-a625-4949-aea4-7cb60a99b6f8","{""recordset"":""4efa0623-a625-4949-aea4-7cb60a99b6f8""}","SWANER","","urn:uuid:fa5369e3-be3b-4227-be28-c7d318448947","","","","","",NA,FALSE,"","","","Nell Larson","Collection manager","nell.larson@usu.edu","1258 Center Drive","Park City","Utah","84098","1258 Center Dr","Park City","Utah","84098","","","","","","","",40.7217,-111.5377,423,"plantae"
"St. Andrews University","Herbarium","3d4401cb-b3dd-48bd-912a-709bb4ecf5f8","{""recordset"":""3d4401cb-b3dd-48bd-912a-709bb4ecf5f8""}","SAPCL<IH>","SAPCL","urn:uuid:951146b3-ebe3-4830-a833-ac282a311e42","urn:lsid:biocol.org:col:14116","","","The collection includes specimens from over 120 of the major families of Angiosperms. Mostly North and South Carolina","",NA,NA,"The collection includes specimens from over 120 of the major families of Angiosperms.","Mostly North and South Carolina","","Tracy S. Feldman","Assistant Professor of Biology","feldmants@sa.edu","Biology Department, 1700 Dogwood Mile","Laurinburg","North Carolina","28352","","Laurinburg","North Carolina","28352","urn:uuid:e47a2db5-a228-47a7-a192-f7d74c4cbd4f","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126041","","",34.7969,-79.4756,259,"plantae"
"Youngstown State University","Herbarium","03eac319-23c7-429e-9fa4-480640007d62","{""recordset"":""03eac319-23c7-429e-9fa4-480640007d62""}","YUO<IH>","","urn:uuid:9f334ac2-d273-4b12-aa0e-be655f4d2615","urn:lsid:biocol.org:col:14809","","","","",NA,NA,"","","","Carl F. Chuey","","","Biological Sciences Department","Youngstown","Ohio","44555-3601","One University Plaza.","Youngstown","Ohio","44555-3601","urn:uuid:bbf62de8-0c16-44eb-8f5c-a258aff0bc92","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=127093","","",41.1059,-80.6448,183,"plantae"
"Southwestern Regional Forest Service","Herbarium","aa53dc91-0cf2-4714-a6e0-f00f9139dcd8","{""recordset"":""aa53dc91-0cf2-4714-a6e0-f00f9139dcd8""}","USFS<IH>","SWRH","urn:uuid:9abee45d-7681-4a4e-9b68-df943da0f488","","","","","",NA,NA,"","","","Kathryn Kennedy","Collection Manager","kathrynlkennedy@fs.fed.us","333 Broadway Blvd SE","Albuquerque","New Mexico","87102","333 Broadway Blvd SE","Albuquerque","New Mexico","87102","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125798","","",35.0812,-106.6458,180,"plantae"
"Utah State University Eastern","Herbarium","384a1909-f66c-4551-9b26-ea985cd9ccd8","{""recordset"":""384a1909-f66c-4551-9b26-ea985cd9ccd8""}","PRI<IH>","","urn:uuid:100de61f-a5bd-491d-ab1a-ee86934e9d38","http://biocol.org/urn:lsid:biocol.org:col:15005","","","","",NA,FALSE,"","","","Mike King","Collection manager","mike.king@ceu.edu","","Price","Utah","84501","","Price","Utah","84501","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124312","","",39.6078,-110.8019,167,"plantae"
"University of North Carolina at Asheville","Herbarium","312cf3f1-2913-4c63-9ba8-0b870cd3c120","{""recordset"":""312cf3f1-2913-4c63-9ba8-0b870cd3c120""}","UNCA","","urn:uuid:86cc64f7-7479-4ddb-bb02-b336111d94d6","","","","","",5000,NA,"","","","David Clarke","","dclarke@unca.edu","CPO # 2040 312 Zeis Hall One University Heights","Asheville","North Carolina","28804","CPO # 2040 312 Zeis Hall One University Heights","Asheville","North Carolina","28804","urn:uuid:a32488f5-0942-4f75-b43b-aef34cc87107","","","","","","",35.6163,-82.5673,158,"plantae"
"Wake Forest University","Herbarium","8a54c5fa-2900-4859-a2d6-1b7faedafac4","{""recordset"":""8a54c5fa-2900-4859-a2d6-1b7faedafac4""}","WFU<IH>","","urn:uuid:aaf861de-32ca-4b61-9fa5-73ec65afbc25","urn:lsid:biocol.org:col:14717","","","","",NA,NA,"","","","Kathleen A. Kron","Director","kronka@wfu.edu","Biology Department, P.O. Box 7325, Reynolda Station","Winston-Salem","North Carolina","27109","Faculty Drive, Winston Hall.","Winston-Salem","North Carolina","27109","urn:uuid:40eee281-ccae-40bf-8aac-f79df687cbe4","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126973","","",36.1331,-80.2662,156,"plantae"
"University of Minnesota, James Ford Bell Museum of Natural History","Paleobotany","e1c7bc41-50a4-4723-b8b3-f970844ffb65","{""recordset"":""e1c7bc41-50a4-4723-b8b3-f970844ffb65""}","MIN","Paleobotany","urn:uuid:885d2da2-8bba-4b83-98ed-bfcef6325629","","https://www.bellmuseum.umn.edu/plants/","http://bellatlas.umn.edu/collections/misc/collprofiles.php?collid=12","John Hall paleobotanical collection","",150,NA,"","","","Dr. George Weiblen","Bell Museum Science Director, Curator of Plants and Professor","gweiblen@umn.edu","1479 Gortner Avenue","St. Paul","Minnesota","55108-1095","1479 Gortner Avenue","St. Paul","Minnesota","55108-1095","urn:uuid:4848eb86-ab0e-40ba-af27-de63fd2197ad","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126738","","",44.9845,-93.182,150,"plantae"
"Black Hills State University","Herbarium","4db72a36-c08b-4a6b-8c68-ab45ebb0efce","{""recordset"":""4db72a36-c08b-4a6b-8c68-ab45ebb0efce""}","BHSC<IH>","","urn:uuid:ff12fb31-9dc1-4fd3-9de2-061eed090bc7","urn:lsid:biocol.org:col:12669","http://herbarium.bhsu.edu","","","",NA,NA,"","","","Mark Gabel","Curator","markgabel@bhsu.edu","1200 University Street, Unit 9003","Spearfish","South Dakota","57799-9003","1200 University Avenue.","Spearfish","South Dakota","57799-9003","urn:uuid:47567442-b772-4dc5-b1a7-c178b4759390","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124061","","",44.4954,-103.8703,133,"plantae"
